Text,Label,ID,Offsets,,,
"But after arriving at the rental, he realized that he was trespassing on a U.S. congressman's property and that the home was not a vacation rental!",None,article_00470.pre.xmi:003,[],,,
"The same year, Anirban Bardalaye, co-founder of VaycayHero, had an utterly frustrating experience booking a vacation rental for Memorial Day weekend.",None,article_00470.pre.xmi:004,[],,,
"After dozens of phone calls, emails, and faxes, he was able to get his booking done over the course of two weeks!",None,article_00470.pre.xmi:005,[],,,
"VaycayHero, previously known as Zaranga, was launched in order to take the hassle out of booking vacations rentals without having to worry about the kinds of things Amitav and Anirban experienced while trying to simply go on a great vacation.",About,article_00470.pre.xmi:006,"[{u'text': 'booking vacations rentals', u'endOffset': 114, u'beginOffset': 89, u'label': u'ProductService'}]",,,
Our rentals are 100% accurate and verified by professionals with automatically updated calendars and pricing.,None,article_00470.pre.xmi:007,[],,,
You will only find top-notch professionally managed vacation rentals on VaycayHero.,About,article_00470.pre.xmi:008,"[{u'text': 'top-notch professionally managed vacation rentals', u'endOffset': 68, u'beginOffset': 19, u'label': u'ValueProposition'}, {u'text': 'VaycayHero', u'endOffset': 82, u'beginOffset': 72, u'label': u'Company'}]",,,
"Search and book online hassle-free, or chat with our booking concierge if you need some help.",None,article_00470.pre.xmi:009,[],,,
Company,None,article_00470.pre.xmi:010,[],,,
Home About us,None,article_00471.pre.xmi:001,[],,,
About us,None,article_00471.pre.xmi:002,[],,,
"As a leading independent MRO Integrator specialising in the industrial manufacturing area, our expert knowledge and understanding of indirect MRO supply, coupled with our engineering heritage, means that we continually deliver the best value, best practice and best advice to our customers.",None,article_00471.pre.xmi:003,[],,,
We deliver solutions that help increase our customer's competitiveness and productivity on a daily basis.,About,article_00471.pre.xmi:004,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': ""help increase our customer's competitiveness and productivity on a daily basis"", u'endOffset': 104, u'beginOffset': 26, u'label': u'ValueProposition'}]",,,
"Working in a collaborative manner, we tailor packages to ensure we meet our customers needs and deliver outstanding results.",None,article_00471.pre.xmi:005,[],,,
Our flexible approach ensures that we keep the customer at the heart of everything we do.,None,article_00471.pre.xmi:006,[],,,
Investor Relations,None,article_00472.pre.xmi:001,[],,,
"Our unmatched dedication to customer service is strengthened by our parent company, Heartland Financial USA, Inc. , a multi-billion financial services company that matches our loyalty to the principles of community banking.",About,article_00472.pre.xmi:002,"[{u'text': u'Heartland Financial USA, Inc.', u'endOffset': 113, u'beginOffset': 84, u'label': u'Company'}, {u'text': u'financial services', u'endOffset': 150, u'beginOffset': 132, u'label': u'ProductService'}]",,,
Our shared values coupled with Heartland's powerful services bring our customers the personal attention they deserve backed by the products and services that make Great Things Happen!,None,article_00472.pre.xmi:003,[],,,
™,None,article_00472.pre.xmi:004,[],,,
"Centennial Bank and Trust's team of leaders is fully committed to serving our clients, employees and community.",None,article_00472.pre.xmi:005,[],,,
Kevin Ahern,None,article_00472.pre.xmi:006,[],,,
"AardvarkCompare brings world-class insurance to our customers, so they can travel with confidence",About,article_00473.pre.xmi:001,"[{u'text': u'AardvarkCompare', u'endOffset': 15, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'insurance', u'endOffset': 44, u'beginOffset': 35, u'label': u'ProductService'}]",,,
"We treat our partners and suppliers fairly, and look to build lifetime relationships.",None,article_00473.pre.xmi:002,[],,,
"We nurture our staff, and treat them with love and compassion.",None,article_00473.pre.xmi:003,[],,,
"We work hard in our community, pay our taxes, and support local businesses when possible.",None,article_00473.pre.xmi:004,[],,,
"Finally, we donate 10% of our profits each and every year to support our Aardvark Kids of Heroes™ charity partners.",None,article_00473.pre.xmi:005,[],,,
"We will be supporting Special Operations Warrior Foundation, a truly inspirational charity.",None,article_00473.pre.xmi:006,[],,,
Please enjoy getting to know us through our web-site.,None,article_00473.pre.xmi:007,[],,,
"Next time you are ready to travel, we would hope that you think of us.",None,article_00473.pre.xmi:008,[],,,
"Thank you,",None,article_00473.pre.xmi:009,[],,,
Privateer Holdings is a private equity firm shaping the future of the legal cannabis industry.,About,article_00474.pre.xmi:001,"[{u'text': u'Privateer Holdings', u'endOffset': 18, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'cannabis industry', u'endOffset': 93, u'beginOffset': 76, u'label': u'MarketSegment'}]",,,
"Founded in 2010 in Seattle by three visionary entrepreneurs with decades of experience in investment banking and venture capital, we represent a group of investors from around the world seeking to end cannabis prohibition and the social harms it causes.",None,article_00474.pre.xmi:002,[],,,
"Through a combination of acquisitions, investments and incubation, we are focused on building a portfolio of global brands that will lead, legitimize and define the future of cannabis.",About,article_00474.pre.xmi:003,"[{u'text': u'we', u'endOffset': 69, u'beginOffset': 67, u'label': u'Company'}, {u'text': u'building a portfolio of global brands that will lead, legitimize and define the future of cannabis', u'endOffset': 183, u'beginOffset': 85, u'label': u'Purpose'}]",,,
We have three fundamental beliefs:,None,article_00474.pre.xmi:004,[],,,
1,None,article_00474.pre.xmi:005,[],,,
Cannabis is a mainstream product consumed by mainstream people,,None,article_00474.pre.xmi:006,[],,
2,None,article_00474.pre.xmi:007,[],,,
The end of cannabis prohibition is inevitable, and,None,article_00474.pre.xmi:008,[],,
3,None,article_00474.pre.xmi:009,[],,,
Brands will determine the future of the cannabis industry.,None,article_00474.pre.xmi:010,[],,,
"We are set apart by the depth of hands-on management and investment experience of our team, which includes Ivy League MBAs, PhD research scientists, marketing professionals and operators from world-leading brands, and even former federal law enforcement professionals.",None,article_00474.pre.xmi:011,[],,,
"In an industry stigmatized by negative perceptions and substandard business practices, we are elevating consumer expectations through consistent quality and service.",None,article_00474.pre.xmi:012,[],,,
"When prohibition ends, we intend to hold the most enviable position in the market and to generate enormous returns – both financial and social.",None,article_00474.pre.xmi:013,[],,,
Our Company,None,article_00475.pre.xmi:001,[],,,
The nation's leader in electronic asset protection for business,About,article_00475.pre.xmi:002,"[{u'text': 'electronic asset protection', u'endOffset': 50, u'beginOffset': 23, u'label': u'ProductService'}, {u'text': 'business', u'endOffset': 63, u'beginOffset': 55, u'label': u'MarketProfile'}]",,,
"Innovolt's solutions platform combines patented protection technology with comprehensive monitoring and analytics software to help companies safeguard and optimize the performance, productivity, and usable life of the electronics that power today's digital world.",About,article_00475.pre.xmi:003,"[{u'text': 'Innovolt', u'endOffset': 8, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'solutions platform', u'endOffset': 29, u'beginOffset': 11, u'label': u'ProductService'}, {u'text': ""safeguard and optimize the performance, productivity, and usable life of the electronics that power today's digital world"", u'endOffset': 262, u'beginOffset': 141, u'label': u'ValueProposition'}]",,,
"As the first company to provide complete power protection and asset management software, we solve a host of unique problems that most businesses and consumers are not aware of but are paying for through shortened electronics lifespan and decreased product reliability.",None,article_00475.pre.xmi:004,[],,,
"Our proven solutions help customers of every size guard expensive and sensitive technology, while giving businesses the tools they need to predict, measure, and maximize the performance of assets across the distributed enterprise.",About,article_00475.pre.xmi:005,"[{u'text': 'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'customers', u'endOffset': 35, u'beginOffset': 26, u'label': u'MarketProfile'}, {u'text': 'giving businesses the tools they need to predict, measure, and maximize the performance of assets across the distributed enterprise', u'endOffset': 229, u'beginOffset': 98, u'label': u'ValueProposition'}]",,,
"From our microprocessor technology to our cloud-based management software, we offer the complete solution for sophisticated electronics management.",About,article_00475.pre.xmi:006,"[{u'text': 'microprocessor technology to our cloud-based management software', u'endOffset': 73, u'beginOffset': 9, u'label': u'ProductService'}, {u'text': 'offer the complete solution for sophisticated electronics management', u'endOffset': 146, u'beginOffset': 78, u'label': u'ProductService'}]",,,
Our Origins,None,article_00475.pre.xmi:007,[],,,
"Born from the industry's brightest minds in grid and power protection, Innovolt provides microprocessor-based algorithms that were perfected at the world-renowned laboratories of the Georgia Institute of Technology in Atlanta, Georgia.",None,article_00475.pre.xmi:008,[],,,
